"sampleid","DISEASE","IFI6","MX1","NMI","OAS3","OASL","SAMD9","UBE2L6"
"GSM2935853",0,0.412669144323069,0.85978370926835,0.315133999308854,0.198685248842322,0.0668243943663675,0.508549694853178,0.585856024096226
"GSM2935854",0,0.291608756639611,0.892064528377051,0.434913769473405,0.0617319890532567,0.151827310988124,0.536458948547076,0.430032703153498
"GSM2935855",0,0.338699255816562,0.897201964460388,0.310553634197309,0.127098133374385,0.058809604193971,0.577881546583167,0.422864610878377
"GSM2935856",0,0.280751208658972,0.869799589065085,0.321550615442755,0.0997753879470027,0.0438531523819722,0.432493438452786,0.378809324571922
"GSM2935857",0,0.456972517659038,0.85311143681252,0.499909592668449,0.330647867843018,0.136599231261687,0.539944948066426,0.663659976837396
"GSM2935858",0,0.391592848151039,0.862424984053748,0.180917618598965,0.186834704709832,0.0832483473680409,0.438659780172698,0.744059939737566
"GSM2935859",0,0.35464324402274,0.826251109239248,0.274659950219066,0,0.0295947927470479,0.582705783616311,0.481553834771248
"GSM2935860",0,0.337187928824591,0.857932026336036,0.301337537114255,0.0616978929199485,0.0481530909369821,0.440368580281422,0.528031729651002
"GSM2935861",0,0.313819789470553,0.863163898565821,0.243056960259148,0.0571085908741502,0.0820650381810263,0.484732753146804,0.51738592365274
"GSM2935862",0,0.475221169764877,0.795366300414537,0.317846863776894,0.352207578232231,0.104842439315024,0.539946943579722,0.658985908654673
"GSM2935863",0,0.405905472251344,0.967166923036402,0,0.28665037390439,0.0982952303763659,0.198793144918846,0.526579471109412
"GSM2935864",0,0.501592394891095,0.879388562195503,0.350423134857894,0.32340502076101,0,0.557439084265389,0.540677876491846
"GSM2935865",0,0.395903806179258,0.825676985296751,0.338969767313775,0.312979361969804,0.0455897106432322,0.487091371123957,0.450351815912375
"GSM2935866",0,0,0,0.524481338733611,0.64120989460247,0.0364267444292576,0,0
"GSM2935867",1,0.567111483491488,0.785882037376001,0.419855757975929,0.47312143269247,0.871633638963324,0.795366484935857,0.72210729582468
"GSM2935868",1,0.932471724249139,0.939182605061018,0.368024115216441,0.768371323932413,0.909594208905105,0.644472340635177,0.927341862792454
"GSM2935869",1,0.955329536427879,0.827307466828451,0.553909404038193,0.683182467637503,0.870024661642176,0.822322039062689,0.887527154168473
"GSM2935870",1,0.731140562687879,0.907716476803773,0.438130969387284,0.493375977739541,0.811082469980967,0.620082808776687,0.751085895233431
"GSM2935871",1,0.904530005212663,0.852892570883692,0.368008429514851,0.649510670467458,0.779494696196294,0.685867420526014,0.794509374088352
"GSM2935872",1,0.723590642608664,0.903743879243081,0.434590672070081,0.492391955356682,0.506377164016152,0.760675207772561,0.824664329821724
"GSM2935873",1,0.464472031031115,0.779040042430702,0.399202400671173,0.420573563950103,0.361054138000432,0.338719603278872,0.69684333054658
"GSM2935874",1,0.793791452500843,0.858654137168564,0.375076441471429,0.714294821290503,0.743569886262747,0.440064326177086,0.761853670554793
"GSM2935875",1,0.656068317521998,0.923552549352134,0.415205385781791,0.542032359849626,0.343290571854284,0.588100855729884,0.801810738506462
"GSM2935876",1,0.793450650792669,0.936343638048231,0.37176209202978,0.597016068781228,0.526191377827438,0.474528672757273,0.659158880231511
"GSM2935877",1,0.826632025421639,0.98346235652091,1,0.707196762029679,0.76860241948198,1,0.796593485031261
"GSM2935878",1,0.676588042817575,0.899689806472289,0.269778742161532,0.502387062205169,0.517542577354233,0.565310427860039,0.829495897750354
"GSM2935879",1,0.761759878718723,0.944018893109246,0.282222668487667,0.609450778353061,0.558609880846011,0.685891841485939,0.916224869376841
"GSM2935880",1,0.929215050495253,0.990253461083303,0.232742382652049,0.741502279131479,0.949099832762846,0.731722920399672,0.858391524838323
"GSM2935881",1,0.831672344117119,0.895507458512893,0.430073576461195,0.719894680191755,0.703181931026859,0.809478636689992,1
"GSM2935882",1,0.644026271067864,0.914796237157099,0.478317942176462,0.491668845877241,0.718323269938686,0.774599629205547,0.940000035735588
"GSM2935883",1,1,1,0.898120861698444,1,1,0.904471096688623,0.914868741174816
