"sampleid","DISEASE","IFI6","MX1","NMI","OAS3","OASL","SAMD9","UBE2L6"
"GSM337197",0,0.262696737328368,0.227648518095451,0.382068788218536,0.236004346339,0.197427957451476,0.0558173981741979,0.374466496542197
"GSM337198",0,0.0749172372957116,0.140543635127097,0.140619847573232,0.120441521032512,0.134835504827409,0.17854045500636,0.159894212909157
"GSM337199",0,0.162916856015548,0.244714130728959,0.24576222415548,0.227147400921852,0.089948437470163,0.0980961214256422,0.0816817048245161
"GSM337200",0,0.180909004076207,0.299703068498972,0.000724621548018443,0.1285213373136,0.103033134398749,0.184864835922113,0.146587131612781
"GSM337201",0,0.0930207882025955,0.16410990730681,0.297217495262655,0.0554535153459737,0.0789322812700253,0.193738996753632,0.21458139892365
"GSM337202",0,0.182204650558887,0.376341096669078,0.441026937858556,0.118856084525591,0.137165610710227,0.261474073976825,0.274811095960393
"GSM337203",0,0.118069169007336,0.278836825709972,0.379125774557424,0.154519797015731,0.118170607093167,0.136315790693059,0.266974846355562
"GSM337204",0,0.245233948919049,0.249532966841227,0.396725466729789,0.0650424512607408,0.143217135937054,0.0952065424701175,0.315013256532866
"GSM337205",0,0.160935336727851,0.188236270310805,0.285700843459482,0.432540770195469,0.142923596774,0.0690919565705936,0.135184317391104
"GSM337206",0,0.0589730971932955,0.138824200886684,0.286615756927067,0.0252366870100773,0.179631757118325,0.137435582983173,0.0893882687038512
"GSM337207",0,0.204029409566876,0.212030533771014,0.38715962215502,0.185420219783288,0.0865714048446841,0.130519127982992,0.257260432553686
"GSM337208",0,0.174389780122555,0.230340792680704,0.227717257292738,0.257474981793307,0.127950656999266,0.0562833347362915,0.237254855653158
"GSM337209",0,0.0502917165903747,0.138393809183706,0.385277706482485,0.167557417976812,0.112894895660372,0.0591358447056606,0.238327559625395
"GSM337210",0,0.00419467019756165,0.105826728177783,0.304201166703703,0.137743114612587,0.182188123520925,0.274342675490115,0.286874354419901
"GSM337211",0,0.123786606279002,0.24004011560864,0.408232456912322,0.219451030394125,0.200564518886647,0.242887066502019,0.400384168066071
"GSM337212",0,0.0823204271436173,0.0581656938263217,0.234354370602125,0.144662821351041,0.136333176275818,0.0637612304226198,0.118747376764378
"GSM337213",0,0.303835768668852,0.146501846031439,0.277256587019907,0.12591120717937,0.114688104647378,0.102663586851733,0.157888020312182
"GSM337214",0,0.279450705515402,0.477080478595574,0.282341119899452,0.299478578923979,0.150590919647984,0.158506212530399,0.226187235527094
"GSM337215",0,0.311090879029258,0.401052172004687,0.508735575305402,0.378726206237043,0.209275437877388,0.159295987874323,0.435068677499775
"GSM337216",0,0.107495901336305,0,0.148339062394326,0.0334328399881802,0.0791161318199561,0.095853962610264,0.275562693104324
"GSM337217",0,0.141168980661996,0.277898106509151,0.163892171272809,0.174393827640203,0.0834210768224407,0.0401078707497124,0.0930372852675771
"GSM337218",0,0.168925548967925,0.197241925890426,0.335138516134696,0.188415657058031,0,0.112830528575426,0.12503526995969
"GSM337219",0,0.0423901559110292,0.158686777979144,0.317648882423538,0.212180917524262,0.124271203541654,0.135574410969949,0.078131299131934
"GSM337220",0,0.209713308305612,0.267536523195011,0.0981297202792795,0.172215539325294,0.0711270704835934,0.0730977238870229,0.316114549371107
"GSM337221",0,0.38968107601028,0.360937144975312,0.352303855448713,0.342813998562078,0.133809005923629,0.0775423982964741,0.321230713391646
"GSM337222",0,0.37697664050988,0.28881609711498,0.496532948436771,0.245225192944412,0.190260006421447,0.108357795002843,0.374704737092231
"GSM337223",0,0.304275496100606,0.364152287318644,0.484993612828616,0.479367686784384,0.127325165454393,0.0597191663905798,0.318049891300159
"GSM337224",0,0.255098984763111,0.186914075980033,0.17873116036484,0.1196118077094,0.114226701938735,0.126987019934105,0.22600658704046
"GSM337225",0,0.354073549022058,0.314549643550367,0.295191495421442,0.318386549616438,0.0556252273152179,0.133769872130017,0.222469439952401
"GSM337226",0,0.148988165997302,0.227759217943379,0.398464558445034,0.217899098855945,0.0522823891156922,0.0866714084078123,0.260710155718167
"GSM337227",0,0.21085930624662,0.248112286481125,0.274928136445607,0.318468915997925,0.126526259320757,0.0902802286641598,0.301183289020591
"GSM337228",0,0.233643738012671,0.338608733617004,0.360395672770151,0.336552292181941,0.168353369638636,0.154839471983183,0.279546075100879
"GSM337229",0,0.345086595119104,0.401549061164477,0.449163702719494,0.194800214990216,0.117137446937578,0.137693521345172,0.511601071792443
"GSM337230",0,0.26549298799497,0.357975584770493,0.376759097571027,0.17071712266774,0.139302762332308,0.145106288882213,0.304393528640865
"GSM337231",0,0.324579057088663,0.263506738538204,0.364319550961478,0.25446837619565,0.115493227949369,0.109284262233216,0.235457071746038
"GSM337232",0,0.451942714616701,0.478645979947624,0.34888742237623,0.199791059292161,0.181922783657196,0.106726502188486,0.321971952250793
"GSM337233",0,0.142965743820918,0.331129805362138,0.348577830445279,0.275972981965485,0.0898716110326316,0.183746588173088,0.284014224825328
"GSM337234",0,0.173879052989509,0.296271179343059,0.254312338351635,0.11332450725592,0.165809437572746,0.129399850539907,0.217469288721444
"GSM337235",0,0.163610181827881,0.146925452279641,0.173517245782808,0.0973412411264184,0.121991501130858,0.0889581014912801,0.166320492789183
"GSM337236",0,0.305912607997508,0.269789294180871,0.280818784542919,0.225721578363236,0.173120383474944,0.061177985449908,0.261139403039618
"GSM337237",0,0.291784844231166,0.275570695520747,0.195335705611259,0.293470951890122,0.164530033141948,0.129306148380458,0.177030544924502
"GSM337238",0,0.277435843826547,0.386859520923628,0.373445581761885,0.244167459695151,0.152401003806239,0.0714612826023664,0.330197259032113
"GSM337239",0,0.200544932513999,0.20502581186997,0.370762591717135,0.23058538299204,0.164762510830085,0.0540496708969073,0.314746012785438
"GSM337240",0,0.144544408449906,0.240136469066469,0.232439689433506,0.169425319984085,0.0928076687883493,0.143672182480322,0.136936524845174
"GSM337241",0,0.199262426860011,0.204711160638469,0.205321620648648,0.181301900708956,0.192252608879271,0.0713943524884743,0.214899605432216
"GSM337242",0,0.21073299738576,0.262056783787493,0.379047221380914,0.272688098988569,0.155408114914587,0.0535482098897481,0.244095466924547
"GSM337243",0,0.231442551140869,0.263588163995524,0.259507349762849,0.00294052635375192,0.0393115995930419,0.17499058473494,0.113518100273997
"GSM337244",0,0.194574485257069,0.214805590904544,0.170988421597839,0.254840188279311,0.160326783250415,0.0927931970172851,0.204355285853442
"GSM337245",0,0.314867004026389,0.206955013598051,0.182102645897823,0.243715607963945,0.102617250244135,0.0504987709314277,0.212664701907209
"GSM337246",0,0.310905534505168,0.257986674142299,0.362959782873979,0.279050785621715,0.180177535683216,0.0899666868229278,0.30744010736155
"GSM337247",0,0.14645355511391,0.139376149165234,0.218115706728647,0.0736867331957459,0.0919683510604046,0.146140101718328,0.0867730089615736
"GSM337248",0,0.179105768568824,0.194347057012554,0.349828800282959,0,0.0587939848007997,0.161744600348706,0.147122862101812
"GSM337249",0,0.11360991704999,0.138688491791151,0.178969760387607,0.218038702892363,0.117550222508015,0.0136740796916272,0.150121792712491
"GSM337250",0,0.190806793926113,0.287077469731056,0.255278080345197,0.000278742726047964,0.0713082565328006,0.163481694227715,0.201769857971342
"GSM337251",0,0.231565525761614,0.199947771385233,0.363106807535896,0.214556047530521,0.0992197897797745,0.156454289692582,0.259482906136952
"GSM337252",0,0.309414148514508,0.302356375186794,0.284887587043851,0.258509913049953,0.155662796775421,0.0777346936621557,0.30988590556476
"GSM337253",0,0.234458861655121,0.315134162011845,0.417947846571784,0.418477524913504,0.189659605591721,0.173976336085963,0.507309841572105
"GSM337254",0,0.163914382205514,0.156206985063469,0.30263556408952,0.159836849416106,0.113617197398204,0.119536411140363,0.0949237360924489
"GSM337255",0,0.237154888986475,0.222250010275117,0.133488731399805,0.132480973133203,0.162018741209923,0.0613908746967871,0.190840210198601
"GSM337256",0,0.233602942604195,0.272161295300665,0.394548661592496,0.279523112611596,0.122114068164146,0.0915264159001237,0.0960358015468647
"GSM337257",0,0.198249210128323,0.205444183624487,0.224284441472212,0.192455797871969,0.127752817820536,0.131789513029362,0.21782105607271
"GSM337258",0,0.144419472511446,0.140419558239752,0.295348181703999,0.173364480545014,0.138177454860027,0.0578670042003794,0.0727744085730135
"GSM337259",0,0.26825020843904,0.308406286665689,0.268215830523412,0.312680001954456,0.179979696504486,0.0822499021147084,0.225211485100436
"GSM337260",0,0.260391992881201,0.214808886696864,0.363075722321662,0.13520697461766,0.153581377626809,0.154350882151772,0.185952342774703
"GSM337261",1,0.0371397083873594,0.0984300008607832,0.348774003351322,0.331405556705996,0.152935014159601,0.0915706927446984,0.246710726666824
"GSM337262",1,0,0.166284160887398,0.225550113776085,0.224910478911647,0.128878791417998,0.0808227461477213,0.176235028653087
"GSM337263",1,0.190475723495782,0.210392912728195,0.433545902989768,0.244657004516191,0.12161403019501,0.13234837948036,0.178817556215447
"GSM337264",1,0.182086383100659,0.159274592232942,0.300233601184263,0.215328523198701,0.142684235792327,0.155216082585582,0.126013092043304
"GSM337265",1,0.267489805560846,0.282159372108911,0.312702132655732,0.427224183141882,0.133952000795798,0.0362447160605758,0.217656152178948
