"sampleid","DISEASE","IFI6","MX1","NMI","OAS3","OASL","SAMD9","UBE2L6"
"GSM2159829",0,0.0860180182472647,0.137615699965798,0.0538140910139429,0.0289879748667804,0.0969384429591862,0.103268819833949,0.143387756008198
"GSM2159830",0,0.176749337623708,0.180335775145003,0.199941508085917,0.0459875725233932,0.129358645700107,0.12483815012417,0.175609197619407
"GSM2159831",0,0.0380341457181216,0.055971608606398,0.0880979446664161,0,0.069686133848774,0.0628751096371772,0.137917467398656
"GSM2159832",0,0.0840337303573928,0.144687912173734,0.0482448272761755,0.0315117363457207,0.105891934050645,0.112227509928035,0.130405729045279
"GSM2159833",0,0.0580628108241299,0.0418866373272571,0.22093156606344,0.0154199508988692,0.145863324210208,0.0679920643065507,0.141344710080513
"GSM2159834",0,0.118081689348582,0.0746556367304903,0.101672760910148,0.0399098836070284,0.159679261049099,0.0870868016644928,0.211129486271629
"GSM2159835",0,0.0379164759834807,0.0584137056507543,0.188488080195999,0.016738428183338,0.136003315376673,0.107646531344756,0.163750474630472
"GSM2159836",0,0.104671646517272,0.144028172606059,0.033469280160385,0.0371097604732632,0.195059729511005,0.0609105701167501,0.169029117079163
"GSM2159837",0,0.117907508111428,0.191690230322878,0.469864205207237,0.140045656360291,0.142723168804372,0.228831788501542,0.117721466709465
"GSM2159838",0,0.111763709689719,0.0908946189346445,0.215012574887209,0.00176977577609826,0.0641556597981056,0.182918777281946,0.117439316924364
"GSM2159839",0,0.0541842061611683,0.0557463049994428,0.153110162540199,0.0492389714738901,0.079682104782229,0.0714272778313245,0.0647593648401386
"GSM2159840",0,0,0,0.218627517982912,0.068593425295463,0.0629918900252459,0.0529048107524167,0.102660583781203
"GSM2159841",0,0.10380232085178,0.143308314026522,0.334806098721936,0.161184397892577,0.135819779880117,0.107155751569776,0.0918093026385876
"GSM2159842",0,0.0616532668840462,0.0507348336356169,0.188991469127738,0.0616987144602721,0.119084659393598,0.088851551693688,0.0611114185114444
"GSM2159843",0,0.11252015459701,0.170719301622552,0.207933581513524,0.181991927192173,0.14680447716348,0.0920846001963829,0.170073208694647
"GSM2159844",0,0.0727463223071234,0.194600627834636,0.285883601673854,0.128481095665575,0.129328234295155,0.118788750617347,0.11555430707761
"GSM2159845",0,0.106627184743301,0.136685329719724,0.14494395399219,0.135908507875627,0.127733280596519,0.134109210279627,0.138685294289493
"GSM2159846",0,0.343088151700865,0.392638170159919,0.273571665782391,0.196017145125151,0.241913789713671,0.101981257624888,0.209090625121601
"GSM2159847",0,0.0687595310311844,0.115270833056876,0.213086523879754,0.0538318854050571,0.0979715859663282,0.0981081627439938,0.0681182769733879
"GSM2159848",0,0.115254612728673,0.0537096783475909,0.0647078092825531,0.0664764514837002,0.127291514924575,0.0107045583265497,0.136456216604146
