"","ID","B_cells_naive","B_cells_memory","Plasma_cells","T_cells_CD8","T_cells_CD4_naive","T_cells_CD4_memory_resting","T_cells_CD4_memory_activated","T_cells_follicular_helper","T_cells_regulatory_(Tregs)","T_cells_gamma_delta","NK_cells_resting","NK_cells_activated","Monocytes","Macrophages_M0","Macrophages_M1","Macrophages_M2","Dendritic_cells_resting","Dendritic_cells_activated","Mast_cells_resting","Mast_cells_activated","Eosinophils","Neutrophils","Group"
"33","GSM1228893",0,0,0.0156331564077112,0.116862058254239,0,0,0,0.0520645083839532,0.00974541069182006,0.00710975774282003,0,0.055006895686287,0,0,0,0,0.00295708036041266,0.0402683680052737,0,0.591882262733316,0.0406434043762,0.067827097357967,"disease"
"34","GSM1228894",0.487464661468802,0,0,0,0.0831451405871075,0,0,0.0763755983138624,0,0.0166878101557035,0,0,0,0,0.00522200697755695,0.0361690618440533,0.00592968186922692,0.00775992101010704,0,0.00704719051850587,0,0.274198927255075,"disease"
"35","GSM1228895",0,0.111061842213402,0.354253262879572,0.159990654745996,0.218405057720948,0,0.053569441074194,0.0303145917194745,0.0100594670465013,0.00881066851756739,0,0,0,3.60232033298575e-05,0,0,0,0.0360179748161506,0,0.0174810160628649,0,0,"disease"
"36","GSM1228896",0,0.00432625489422197,0.744272211946988,0.00256588323079174,0.102981443788864,0,0.0108644700692978,0,0,0.0300300317963753,0,0.00597129976699662,0.0119270608919706,0,0.0177087812882736,0,0,0.0210148992158498,0.0461551390111186,0,0.00218252409925181,0,"disease"
"37","GSM1228897",0,0,0.0232074081673947,0.0225108467079992,0,0.00902996793385251,0,0,0.0403914334116509,0.0104708593056785,0,0,0.428877440324116,0.0106148484036899,0.0139705930955595,0.0318907161802881,0.0358671262001291,0,0,0.34997799752988,0.0231907627397613,0,"disease"
"38","GSM1228898",0,0,0.00694836380076239,0.0214052565327241,0.0362460159891698,0,0,0,0,0,0.0254698433379944,0,0.628246530002411,0,0,0.118132534705535,0,0,0.0270256919324753,0,0,0.136525763698928,"disease"
"39","GSM1228899",0,0.144866024965356,0,0,0.67813215746819,0.0269132559609669,0.0360515910565437,0,0,0.0592421122536844,0,0,0,0.0053214332315561,0.000108825128633521,0,0,0.0355068519973749,0,0.00796224037450318,0,0.00589550756319075,"disease"
"40","GSM1228900",0,0.0526710739378369,0.13199782272677,0,0.243731012091979,0.0462620746934525,0.0697530566963232,0.0663109711741964,0.213713913077714,0.0446382797053015,0,0,0.0266896188202889,0.0140583726127311,0.00700193878963289,0,0.00759542563555298,0.0202697045301327,0.040583074161236,0.0147236613468522,0,0,"disease"
"41","GSM1228901",0,0.0255006724809388,0,0.0395237395242146,0.0267349011227119,0,0,0,0,0,0.0211192384139765,0.00979767414404493,0.656368785938178,0,0.0161168478136294,0.0605760008897338,0.0537530454444038,0,0.0905090942281684,0,0,0,"disease"
"42","GSM1228902",0,0.0714734547631142,0.543906686217508,0.0430397168833635,0.0394129246406078,0,0,0.00998136317078272,0.0165360205161772,0,0.198247715776094,0.0322708670880828,0,0,0,0,0,0.00682964441811723,0,0.0328815513188646,0,0.00542005520728801,"disease"
"43","GSM1228903",0,0.0541636489861231,0.0300164943739625,0.213902662490369,0,0,0,0.072868341781994,0,0.0829953078895515,0.0127931181602425,0,0.308035819294243,0.0193691743232962,0,0.107166282399111,0,0,0,0,0,0.098689150301107,"disease"
"44","GSM1228904",0,0.00122540374037445,0.00147766659598635,0.0167569672559812,0.928701889728259,0.0037436562630692,0.0132611329381327,0,0,0,0,0,0,0,0.0123551617490183,0,0,0.0160717396749899,0,0.00640638205418901,0,0,"disease"
"45","GSM1228905",0.0423515947269483,0.0745603210159704,0,0,0.0282560739906107,0,0,0,0,0,0.029146078915319,0,0.263705317179448,0.136146425724756,0.0136839804244654,0.094321489511252,0,0,0,0.317828718511231,0,0,"disease"
"46","GSM1228906",0,0.0404033375166182,0.017493889263447,0.0218134820537214,0.145066042214379,0,0,0.0043695479462752,0,0.00431430288452312,0.0755826414832891,0,0.615386914863882,0.00524263842421901,0,0.0354502047949116,0.0081127683544763,0.0134540107105745,0.0133102194896839,0,0,0,"disease"
"47","GSM1228907",0.216776769571263,0,0,0.587077327982022,0,0,0,8.30646442717438e-05,0,0,0.0602232658449854,0,0.082871044047802,0.00613093013473525,0.00823476061035369,0,0.0136612398508405,0.000271406927141159,0.0246701903865846,0,0,0,"disease"
"48","GSM1228908",0,0.0152673298887769,0,0.191729124501245,0.173491998254335,0,0,0,0,0,0.431029356781316,0,0.0863029489587047,0.0195696140330506,0.000821093043620173,0,0,0.025434339160558,0.0563541953783941,0,0,0,"disease"
"49","GSM1228909",0,0.0573704880128665,0,0,0.111949033985916,0.0135577861048151,0,0.0434527717103919,0,0.0655111576858486,0.0117973083659653,0.00670456123346881,0.313323487619125,0,0.0256488533749718,0.0350244160593715,0.00466718754439443,0.103592084723911,0,0.207400863578955,0,0,"disease"
"50","GSM1228910",0,0.041867819017109,0.00737882066088191,0.0549009712322776,0,0,0.0100108480838308,0.000709199526234632,0,0,0,0.0181156131292442,0.470020834396919,0,0.0985570669759755,0.133054169122106,0,0.0294218157253905,0.10373358395855,0,0.0322292581714808,0,"disease"
"51","GSM1228911",0,0.036575963728198,0.00221879058168463,0.183162431238358,0.109858010415667,0,0,0,0,0,0.0178797052057191,0,0.27730354173411,0.156494158496694,0.029915588139179,0,0.186591810460391,0,0,0,0,0,"disease"
"52","GSM1228912",0.0287481982831012,0.0886906496579844,0,0.148171545713925,0.0223949796967112,0,0,0.102702777277922,0,0.0394956866051448,0.469429583879762,0,0.00392516204948681,0.0320265024866665,0.0128680103117403,0,0,0.00659708697712935,0.0449498170604257,0,0,0,"disease"
"53","GSM1228913",0,0.0769338556685714,0.0706898433298591,0.142213448003387,0.0192784976296167,0,0,0.0212885687487393,0,0,0.0993265764356634,0.0676359591502574,0.237344050878348,0.058572572267508,0,0.132115225341887,0,0,0.03839246170113,0,0,0.0362089408450324,"disease"
"54","GSM1228914",0.0215047223841052,0,0.0212868276572055,0.14033886780994,0,0.219146541763251,0.144630701697081,0.212964721344792,0.0310572561875856,0.166042502758708,0,0,0,0.00354830432479389,0,0,0.0188739739255805,0,0,0.0206055801469568,0,0,"disease"
"55","GSM1228915",0,0.0891925071893551,0,0,0.127315915595879,0,0.0386737537704205,0.132834112659242,0,0.172645598324762,0,0,0,0,0,0,0.322133699784081,0,0.0871258140815197,0.0300785985947403,0,0,"healthy"
"56","GSM1228916",0.0460281879336372,0,0,0,0,0.421424923854193,0,0,0.0864152955425971,0,0,0,0,0,0,0,0.176974926220835,0,0.193992154781178,0.00127914962869154,0.0738853620388678,0,"healthy"
"57","GSM1228917",0,0,0.00899600453043361,0,0,0.475689969842955,0.00928731583463201,0,0,0.17209719341945,0.0561511430833794,0,0,0.0283684048764253,0.00968959972547238,0,0.228911028187938,0,0.0108093404993152,0,0,0,"healthy"
"58","GSM1228918",0.103118841615614,0,0,0,0,0.232908657148043,0,0.144495822597758,0.0661769272165242,0,0.43373475303783,0.0195649983842316,0,0,0,0,0,0,0,0,0,0,"healthy"
"59","GSM1228919",0,0.011265467897935,0.0435291564840658,0.0117953889527503,0,0,0.233847418730257,0,0,0.000468376772412151,0.0694525535011804,0.0956092802896933,0,0,0.00860040629047809,0.0419358576488127,0,0.146119386337097,0.04911749160476,0,0,0.288259215490559,"disease"
"60","GSM1228920",0,0.0369261023962991,0.0230587624813696,0,0,0.0236922736127685,0.00440192545540301,0,0.0592417910479214,0,0,0.0707754439252005,0.0803120265897446,0,0.0069983631071575,0.0978419911138116,0,0.0708761656149235,0.253021322782686,0.0685718725674743,0.164770226989958,0.0395117323152831,"disease"
"61","GSM1228921",0,0.226087562129086,0,0.0796881592793805,0,0,0,0.0213040145998892,0.00346994730497935,0,0,0,0.0376968287950484,0.0933526834371861,0.00838328893261115,0.0462811551756889,0,0.00739594409382235,0,0.110874183070491,0.22327949277535,0.142186740406468,"disease"
"62","GSM1228922",0.175734579849572,0,0,0,0,0.375642942250971,0,0.0156758670470415,0,0.0391417119032551,0.0929962710333305,0,0,0.01103139061294,0.00190450228861663,0,0,0.0156977588636555,0,0.0148925010472206,0,0.257282475103397,"disease"
"63","GSM1228923",0.280826693432552,0,0,0,0,0.117216028164603,0.0510612187514143,0,0,0,0.056862751475197,0,0.0804304507230604,0,0.04243628983105,0.132589555066071,0.144978929690168,0.00977691966850868,0.0725087194554231,0,0.0113124437419519,0,"disease"
"64","GSM1228924",0.180022546019836,0,0.00656328196233909,0,0,0.00292654377538619,0,0.08254527483225,0.0130427471488135,0,0,0.0539510692468873,0,0.0207469116692311,0,0,0.0569126659412661,0.0450201235144114,0.0606382736406942,0,0.168715143346777,0.308915418902108,"disease"
"65","GSM1228925",0,0,0,0,0.051776763016326,0.358629783645195,0,0,0.0905326407159929,0,0,0.0799615563778601,0.0979528768974447,0,0.0405998250644989,0.0227525923969006,0.0962574022873661,0,0.0923454210370602,0,0.00890956571737457,0.0602815728439812,"disease"
"66","GSM1228926",0.456197611374101,0,0,0.221644678441962,0,0.0483190951087524,0.0208762897539644,0.0291574146969607,0,0.0377666391135713,0,0.0873095785120339,0,0.00986209833665472,0.00522698810847296,0,0,0,0.0395766981989931,0,0,0.0440629083545336,"disease"
"67","GSM1228927",0.00943912963044189,0.0012910786011215,0,0.379314284490226,0,0,0.048131511757999,0.00064370651533993,0,0.0265312499263245,0,0.0180901918675829,0.124091142163965,0,0.00442183460498566,0.115670731332623,0.0835565609422285,0,0.137247800922653,0,0.0247077778525313,0.0268629993919791,"disease"
"68","GSM1228928",0.104156973430636,0,0,0,0.207912121230086,0.23419627939752,0.152049477334738,0,0.0831538281260516,0.0899095997451915,0,0,0,0,0,0,0,0.0431140893325238,0.0620936953573585,0,0.0234139360458948,0,"disease"
"69","GSM1228929",0.0226823794868705,0,0,0,0,0.130805023489713,0.320162073438658,0,0.132098738815804,0,0.0765928571562226,0.0411519257837753,0.0227940205925971,0.000677747225750173,0,0.00649905075720653,0.053557330635797,0.0334112869826132,0.151914030143159,0,0.00765353549183423,0,"disease"
"70","GSM1228930",0.655047972640874,0.0548404658592761,0,0,0,0,0.0453473285029416,0.0144754449090836,0,0,0.137905235574915,0,0.0350771323763766,0,0,0.016124272525544,0,0.014714645374767,0,0.0264675022362217,0,0,"disease"
"71","GSM1228931",0,0.034278686240973,0.00916367652645396,0.0505973860453082,0,0.0466845400648881,0,0.0237887159971596,0.00662616490116827,0,0,0.0665996011715554,0,0,0,0.0590347904131657,0,0.00762620265560967,0,0.593913361590687,0.00916063077665983,0.0925262436163715,"disease"
"72","GSM1228932",0.044259160174487,0.014631322877315,0,0,0.141912081339797,0,0.252774754542955,0,0.0542254739635725,0.0754067058272124,0,0.0393242858098991,0,0.00499664219212623,0.00128568360769323,0.0215685497040546,0,0.102231928560993,0.0825779938078459,0,0,0.164805417592049,"disease"
"73","GSM1228933",0,0.038843000198764,0,0.273780501032075,0,0,0.312262216927363,0,0,0,0.03342010332405,0.0699174931255083,0,0,0,0.0953697685694685,0.067428705092804,0,0.0323526345512425,0,0.0766255771787243,0,"disease"
"74","GSM1228934",0,0,0.00673217362618183,0.395027153844532,0,0,0.000994751629689127,0,0,0,0,0.0758871481875079,0.159725879841404,0.0105715416859926,0.00675354543268092,0.0961724699616546,0.0274389544259044,0,0.179957655956383,0,0.0217532958264886,0.0189854295815809,"disease"
"75","GSM1228935",0.0051334045603348,0,0,0,0,0,0,0.0969230094048883,0,0.0879569649237931,0,0.0881834275585172,0.0384321212476028,0,0.00814001242655063,0.471949826376397,0.135073286503985,0,0.0285281965234622,0,0,0.0396797504744684,"disease"
"76","GSM1228936",0.1730396260367,0,0,0.29324687014405,0,0.186892321446668,0.00657901330832806,0.0773967706613331,0.0597959644550541,0,0.184473294637651,0,0,0.00384232080857718,0.00582273258569459,0,0,0.00386446955997242,0,0.00504661635597101,0,0,"disease"
"77","GSM1228937",0,0.000290547606586306,0,0.597869021382386,0,0,0.0058970259464434,0.0363833079026908,0.041897207312815,0.233550348535137,0,0.0228002177258337,0,0.00890910364654595,0,0.00522799511147017,0,0,0.0471752248300915,0,0,0,"disease"
"78","GSM1228938",0,0.0761815541786688,0,0.08315102310495,0,0,0.0714812605175665,0,0.0450707076081867,0,0.479816638198716,0,0,0.0218544750563827,0,0,0,0.0134777316027752,0,0.1688774789795,0,0.0400891307532537,"disease"
"79","GSM1228939",0,0,0,0,0,0.0586893071195222,0.208970701897163,0,0,0,0.245579688883394,0.0178788010605213,0,0.0906204627530789,0.00681127752760921,0.0285129046689216,0,0,0.167281138684711,0,0.117443244927686,0.0582124724773923,"disease"
"80","GSM1228940",0,0.200675248435317,0,6.53932285695843e-05,0,0.0292638881873711,0,0.00766528738151236,0,0.000392549234202053,0,0,0.00783805634201278,0,0,0.0377632851614076,0,0.00955112432901484,0,0.701032272512045,0.00575289518854747,0,"disease"
"81","GSM1509610",0.0339262011801246,0,0.0261425670155577,0.101233232306434,0.194908590561192,0,0.0361558940665517,0,0.0106502065630007,0.0807507925496747,0,0.112258045517549,0,0.167076474458221,0,0,0,0.0615529356773061,0.157178691403123,0,0.0181663687012644,0,"disease"
"82","GSM1509611",0.221578644579937,0,0,0.100753599277053,0.183548510279791,0,0,0.0308138377751794,0.0137924145994857,0.0966185012474825,0.0808168434631818,0,0,0.0486810712358866,0,0,0,0.0166224045499568,0,0.0550373183880566,0.151736854603989,0,"disease"
"83","GSM1509612",0.142956504783296,0,0,0,0.0287678304824247,0.280795965836133,0,0.0407425462791351,0.00585144362872287,0.207044604587328,0,0,0,0.0433895753117549,0,0.0743179070670276,0,0.0761490211637484,0,0,0.0575149093342114,0.0424696915262179,"disease"
"84","GSM1509613",0.00800221016222374,0,0.0175624194297449,0.253047413743548,0.0224347403310338,0,0.0692853395742746,0,0.052357234098127,0,0.123583077614545,0,0,0.0815112200695256,0,0.0413342953430017,0.0262798217404178,0,0,0.0722465392838061,0.0771027054477246,0.155252983162027,"disease"
"85","GSM1509614",0,0.153452223810214,0,0,0.0496792441093709,0.151825585419888,0,0,0.0687146887458436,0.0157724256662822,0,0,0,0,0,0.088861296163163,0,0.146201143798868,0.163975825901923,0,0.0776995953409149,0.0838179710435316,"disease"
"86","GSM1509615",0,0.0633393576888269,0.03430275798031,0,0,0,0.0794175292844853,0.0885060178038286,0.080469818040607,0.0389781020326188,0.0290892285743118,0,0,0,0,0.0739441783535205,0.0854971886680683,0.335264216471919,0,0.0430755511942327,0.0196258687714521,0.0284901851358187,"disease"
"87","GSM1509616",0,0.0805797434594547,0.0237025046755959,0,0,0.255056197808079,0.111746994984846,0,0,0.11859248454505,0.00986788088019673,0,0,0,0,0.0861270724187772,0,0.0953236259661982,0,0.116787639755986,0,0.102215855505816,"disease"
"88","GSM1509617",0,0.0621050398499277,0.023699483152905,0,0,0.271340035148805,0.0727057260432658,0,0.0337286295639322,0.103920944951357,0,0.0192429924966123,0.0194439952683062,0,0,0.0532820008519846,0,0.272283376805426,0,0,0.0174188514099843,0.0508289244574928,"disease"
"89","GSM1509618",0.180591845383618,0,0,0.0844096278503108,0.166099322480691,0,0,0,0.0162869613726535,0,0.0743167655248987,0,0.0330407770310359,0,0,0.0507232741560655,0.0177075804255424,0.120046104593771,0,0.17033867153888,0,0.0864390696425341,"disease"
"90","GSM1509619",0.155335336766171,0,0,0.0768425891188805,0.0161562551707111,0.010950199831294,0.0439891980149237,0,0.0536449787635899,0.0338830531600218,0.0973814402148419,0,0,0.00500904437692703,0,0,0.438827788492483,0,0,0.0679801160901558,0,0,"disease"
"91","GSM1509620",0,0.0340080404614527,0.0255862275545204,0.116595227864549,0.0299679504156734,0,0.0193245679098862,0.0406870597199873,0,0,0.0398799256395837,0.015372049676384,0,0,0.000211170966895588,0.135386409466604,0,0,0.305295697467508,0,0.207926726827056,0.0297589460299,"disease"
"92","GSM1509621",0,0.307817649076599,0.0434025533232076,0,0.170932269914943,0.0288226872026354,0,0.173902512164133,0,0,0,0,0.0267394221960943,0,0.0966726205911207,0.027720039767276,0,0.0277231852273854,0,0.0147455724732165,0.0139491076847327,0.0675723803786566,"disease"
"93","GSM1509622",0,0.0416339775920092,0.0292802276566172,0,0.055244830695112,0,0,0.048242702333105,0.0637306007550041,0.0388896254130413,0,0.0262735920809966,0.0425429168383459,0.0490249529276174,0.105471117849952,0,0.385236823959215,0,0.114428631898984,0,0,0,"disease"
"94","GSM1509623",0,0.255858446246561,0.0599351665575134,0,0.153139545638267,0.0302466209404609,0,0.00169538518662187,0,0,0.0635886132710307,0,0.105503357167715,0.0626302853911533,0,0.116641392763318,0,0,0,0.051891145339906,0,0.0988700414974522,"disease"
"95","GSM1509624",0.140518398875064,0,0,0,0.329976897599544,0,0,0,0,0,0,0,0.0485142477342906,0.0727503726303766,0,0,0,0.120661141812007,0.167540120322583,0,0.0431045041295979,0.0769343168965378,"disease"
"96","GSM1509625",0.263035668343301,0,0.0208455219109748,0.0816933815107094,0,0,0.00718464222646056,0.272017579510548,0,0,0.086437086715069,0,0.0500339068199745,0,0,0.0352332576510813,0,0.178133555877544,0,0.00538539943433701,0,0,"disease"
"97","GSM1509626",0,0.134407959762034,0.0866473590709756,0.0169722165667964,0.111203579679857,0,0,0,0.0712534836412064,0,0.00653355450650639,0.00345850444544453,0.0442975313302465,0.0426339202952374,0,0.0330992914339663,0,0.232536649588783,0.116057115596224,0.0184594879033958,0.0256462620355593,0.0567930841437668,"disease"
"98","GSM1509627",0.239775190670512,0,0,0,0.192110641256281,0.072001231915192,0,0,0.00089225313439916,0,0.173803746765879,0,0.0415611873769485,0,0,0.0906077287296184,0,0.102424845029102,0,0.0321493138001831,0,0.0546738613218848,"disease"
"99","GSM1509628",0,0.22351341974085,0.0339645995374937,0,0.242305460762583,0,0.137739235771894,0,0,0.113131073270583,0.00761847629009934,0,0,0,0.105968176753271,0.0255617574080295,0.0238985274383291,0,0,0.0770322994206562,0,0.00926697360621114,"disease"
"100","GSM1509629",0,0,0.0272902381735781,0.028363575803337,0,0,0,0.129915439744881,0,0,0,0.0970168358919021,0,0.00263196842433567,0.261765774834377,0,0.111504260270997,0,0.261944117062704,0,0.0795677897938883,0,"disease"
"101","GSM1509630",0.00602245464791631,0.119930934809496,0,0.337845182254588,0,0,0.221231017755087,0,0,0.0615382908310352,0,0,0.0535437792520327,0,0.0122173939480621,0.0275169014873266,0.0356667525737058,0,0,0.0601368996006084,0,0.064350392840142,"disease"
"102","GSM1509631",0,0.0199556436871335,0.00835430363575513,0,0,0.0879206974514116,0,0,0,0,0,0.00185858077899375,0,0,0.188909210358843,0,0.33737269298057,0,0.230291037463309,0.0270781945391686,0.0623446436142876,0.0359149954905275,"disease"
"103","GSM1509632",0,0.176781800117973,0.00864856481288751,0,0,0.0483961302321722,0,0.403390713007928,0,0,0,0.0997991737463909,0,0.0634230124474761,0,0,0,0.0504071410535215,0.100472713420323,0,0.0486807511613273,0,"disease"
