"spec","env","r","p","rd","pd"
"OASL","Dendritic_cells_activated_CIBERSORT",0.230123586881679,0.0099009900990099,"0.2 - 0.4","< 0.01"
"OASL","Neutrophils_CIBERSORT",0.114380055662592,0.0099009900990099,"< 0.2","< 0.01"
"OASL","Correlation_CIBERSORT",0.118098876549975,0.0099009900990099,"< 0.2","< 0.01"
"OASL","RMSE_CIBERSORT",0.123490930601097,0.0099009900990099,"< 0.2","< 0.01"
"OASL","B_lineage_MCPcounter",0.102363603852276,0.0099009900990099,"< 0.2","< 0.01"
"OASL","Monocytic_lineage_MCPcounter",0.117058471588887,0.0099009900990099,"< 0.2","< 0.01"
"OASL","aDC",0.131183260982964,0.0099009900990099,"< 0.2","< 0.01"
"OASL","B-cells",0.0518981994092384,0.0297029702970297,"< 0.2","0.01 - 0.05"
"OASL","Basophils",0.0801904276166646,0.0099009900990099,"< 0.2","< 0.01"
"OASL","CD4+ Tem",0.117894501464993,0.0198019801980198,"< 0.2","0.01 - 0.05"
"OASL","CD8+ naive T-cells",0.208321092037943,0.0099009900990099,"0.2 - 0.4","< 0.01"
"OASL","CMP",0.0966570067134632,0.0297029702970297,"< 0.2","0.01 - 0.05"
"OASL","Macrophages M1",0.0726342908573936,0.0297029702970297,"< 0.2","0.01 - 0.05"
"OASL","Melanocytes",0.0743323753132595,0.0396039603960396,"< 0.2","0.01 - 0.05"
"OASL","Neutrophils",0.104478625457032,0.0198019801980198,"< 0.2","0.01 - 0.05"
"OASL","Osteoblast",0.0754758747239239,0.0198019801980198,"< 0.2","0.01 - 0.05"
"OASL","Plasma cells",0.116794566238783,0.0099009900990099,"< 0.2","< 0.01"
"OASL","Th1 cells",0.0823746886709896,0.0099009900990099,"< 0.2","< 0.01"
"OASL","ImmuneScore_estimate",0.0671509351255939,0.0396039603960396,"< 0.2","0.01 - 0.05"
"OASL","TumorPurity_estimate",0.0806977150418029,0.0099009900990099,"< 0.2","< 0.01"
"OASL","B_cell_TIMER",0.11368199115261,0.0099009900990099,"< 0.2","< 0.01"
