"spec","env","r","p","rd","pd"
"OASL","EC_IPS",0.124239295729822,0.0099009900990099,"< 0.2","< 0.01"
"OASL","CP_IPS",0.195354700636476,0.0099009900990099,"< 0.2","< 0.01"
"OASL","T_cells_CD8",0.183180373966877,0.0099009900990099,"< 0.2","< 0.01"
"OASL","T_cells_CD4_memory_activated",0.411996162883988,0.0099009900990099,">= 0.4","< 0.01"
"OASL","T_cells_follicular_helper",0.283001432177477,0.0099009900990099,"0.2 - 0.4","< 0.01"
"OASL","T_cells_gamma_delta",0.0849641060212643,0.0495049504950495,"< 0.2","0.01 - 0.05"
"OASL","Macrophages_M1",0.138052549474355,0.0198019801980198,"< 0.2","0.01 - 0.05"
"OASL","Dendritic_cells_activated",0.492726758293479,0.0099009900990099,">= 0.4","< 0.01"
"OASL","Mast_cells_activated",0.222660172695133,0.0099009900990099,"0.2 - 0.4","< 0.01"
"OASL","Neutrophils.y",0.32553527747995,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","T_cells_MCPcounter",0.116036131226951,0.0297029702970297,"< 0.2","0.01 - 0.05"
"SAMD9","Monocytic_lineage_MCPcounter",0.118243024438391,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Neutrophils_MCPcounter",0.350267659487488,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Endothelial_cells_MCPcounter",0.303343701638219,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Fibroblasts_MCPcounter",0.285455588342425,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","aDC",0.377698292437409,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","B-cells",0.180184034514226,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Basophils",0.0941760877195083,0.0297029702970297,"< 0.2","0.01 - 0.05"
"SAMD9","CD4+ memory T-cells",0.385505015194715,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","CD4+ Tem",0.32581576462628,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","CD8+ naive T-cells",0.0705061922650286,0.0396039603960396,"< 0.2","0.01 - 0.05"
"SAMD9","CD8+ Tcm",0.323388441460268,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","CD8+ Tem",0.258278342258539,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Class-switched memory B-cells",0.227278981768544,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","DC",0.122143570349357,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Epithelial cells",0.535422212513052,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","Erythrocytes",0.306965176829797,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Keratinocytes",0.5988822181514,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","Macrophages",0.358376392364941,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Macrophages M1",0.381576276548818,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Melanocytes",0.10911451299335,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Memory B-cells",0.254458004234718,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","MEP",0.268715133444933,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Monocytes.x",0.150132804874205,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","MPP",0.212980239399406,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","MSC",0.0517367833608272,0.0297029702970297,"< 0.2","0.01 - 0.05"
"SAMD9","Neurons",0.0960891382997915,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Neutrophils.x",0.508596566719135,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","pDC",0.261407588518003,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Pericytes",0.175021613996395,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Plasma cells",0.233117849024414,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","pro B-cells",0.304500704854195,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Sebocytes",0.522033434700988,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","Smooth muscle",0.18603532384441,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Tgd cells",0.248715060881967,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Th1 cells",0.459890605092772,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","Th2 cells",0.237763873077134,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Tregs",0.277411557940514,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","ImmuneScore",0.113928760479033,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","CD8_Tcells_EPIC",0.12361570666843,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","StromalScore_estimate",0.0819674884380101,0.0396039603960396,"< 0.2","0.01 - 0.05"
"SAMD9","ImmuneScore_estimate",0.19353121122932,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","B_cells_quantiseq",0.0798555513504031,0.0495049504950495,"< 0.2","0.01 - 0.05"
"SAMD9","Macrophages_M1_quantiseq",0.0835366295508986,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Monocytes_quantiseq",0.0878895717910978,0.0495049504950495,"< 0.2","0.01 - 0.05"
"SAMD9","T_cells_CD4_quantiseq",0.180502986055394,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","T_cells_CD8_quantiseq",0.16336006447293,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","Dendritic_cells_quantiseq",0.141815757662604,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","EC_IPS",0.176219191145321,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","CP_IPS",0.263846014853675,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","T_cells_CD8",0.147772092978134,0.0099009900990099,"< 0.2","< 0.01"
"SAMD9","T_cells_CD4_memory_activated",0.504374814064979,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","T_cells_follicular_helper",0.326911469110896,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","T_cells_gamma_delta",0.180523372213627,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Macrophages_M1",0.168525296258678,0.0198019801980198,"< 0.2","0.01 - 0.05"
"SAMD9","Dendritic_cells_activated",0.577871303516146,0.0099009900990099,">= 0.4","< 0.01"
"SAMD9","Mast_cells_activated",0.307714704787528,0.0099009900990099,"0.2 - 0.4","< 0.01"
"SAMD9","Eosinophils.y",0.0905163682316465,0.0495049504950495,"< 0.2","0.01 - 0.05"
"SAMD9","Neutrophils.y",0.421372894536312,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","T_cells_MCPcounter",0.171097037780918,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Cytotoxic_lymphocytes_MCPcounter",0.113974812628114,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Monocytic_lineage_MCPcounter",0.114685670440559,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Myeloid_dendritic_cells_MCPcounter",0.0705400431504459,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","Neutrophils_MCPcounter",0.239757963150334,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Endothelial_cells_MCPcounter",0.237578780664031,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Fibroblasts_MCPcounter",0.238825731050756,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","aDC",0.41423688736168,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","B-cells",0.256401006538715,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Basophils",0.0774905673544724,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","CD4+ memory T-cells",0.351055252558964,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","CD4+ Tem",0.249936874505191,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","CD8+ Tcm",0.352294786990145,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","CD8+ Tem",0.272262646530934,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Class-switched memory B-cells",0.2562343214359,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","DC",0.156997970019616,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Epithelial cells",0.397409832716748,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Erythrocytes",0.276854049253048,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","GMP",0.0852618642666506,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","Keratinocytes",0.455428731365704,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","Macrophages",0.345484752908509,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Macrophages M1",0.440281523595546,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","Melanocytes",0.08649938020765,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","Memory B-cells",0.242695975766694,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","MEP",0.288515814070832,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Monocytes.x",0.17867530561673,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","MPP",0.301577230455831,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","MSC",0.0684902978190858,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","naive B-cells",0.129202136588526,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Neurons",0.0941345940166433,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Neutrophils.x",0.44692967197757,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","NK cells",0.10747590932494,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","pDC",0.289352328352308,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Pericytes",0.190437022644506,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Plasma cells",0.241282023445283,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","pro B-cells",0.344244712658139,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Sebocytes",0.432639673725874,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","Smooth muscle",0.180997468186804,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Tgd cells",0.25169668259278,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Th1 cells",0.446980334030065,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","Th2 cells",0.238432775300686,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Tregs",0.217771598902917,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","ImmuneScore",0.192651544111605,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Macrophages_EPIC",0.0750487006123819,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","NKcells_EPIC",0.120345975792852,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","StromalScore_estimate",0.0943315357189778,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","ImmuneScore_estimate",0.212143891461957,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","TumorPurity_estimate",0.0624360749084718,0.0495049504950495,"< 0.2","0.01 - 0.05"
"UBE2L6","B_cells_quantiseq",0.0882112135185911,0.0495049504950495,"< 0.2","0.01 - 0.05"
"UBE2L6","Macrophages_M1_quantiseq",0.142740037264436,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","NK_cells_quantiseq",0.0616480994518899,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","T_cells_CD4_quantiseq",0.111428533356785,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","T_cells_CD8_quantiseq",0.199531780687363,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Tregs_quantiseq",0.0871390488673558,0.0297029702970297,"< 0.2","0.01 - 0.05"
"UBE2L6","Dendritic_cells_quantiseq",0.0819832757107592,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","MHC_IPS",0.125697478005688,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","EC_IPS",0.19744316346022,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","SC_IPS",0.067490266370247,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","CP_IPS",0.267871652338927,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","T_cells_CD8",0.234405921635356,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","T_cells_CD4_memory_activated",0.359199241065878,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","T_cells_follicular_helper",0.305795072367039,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","T_cells_gamma_delta",0.129488603622655,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Macrophages_M1",0.256498228131592,0.0099009900990099,"0.2 - 0.4","< 0.01"
"UBE2L6","Dendritic_cells_activated",0.509170286561753,0.0099009900990099,">= 0.4","< 0.01"
"UBE2L6","Mast_cells_activated",0.183925161451793,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Neutrophils.y",0.306723979686058,0.0099009900990099,"0.2 - 0.4","< 0.01"
